0.0405;80.1646
0.0406;84.3571
0.0407;82.1403
0.0408;83.7189
0.0409;79.5276
0.041;82.443
0.0411;88.3696
0.0412;69.7261
0.0413;76.4099
0.0414;102.235
0.0415;83.8726
0.0416;90.9219
0.0417;126.098
0.0418;127.076
